table_path,column_name,column_id,column_type,row_id,gt_val
csvData18661263__9.csv,AB,3,num,26,288
csvData20075499__7.csv,3B,3,num,91,2
csvData22709338__0.csv,cs,4,num,23,0
csvData2688573__0.csv,2b,5,num,26,1
csvData14585065__2.csv,#,8,num,18,58
csvData1902536__12.csv,SH,6,num,122,1
csvData3178438__15.csv,RPG,2,num,74,39.2
csvData14443150__6.csv,RPG,0,num,5,0.9
csvData26817631__5.csv,USG%,7,num,31,54.7
csvData29230622__3.csv,G,6,num,6,30
csvData15025720__0.csv,Notes,4,cate,16,3 stolen bases
csvData10996262.csv,Wm US,2,num,6,10
csvData20075499__7.csv,SLG,6,num,73,0.296
csvData24341501__0.csv,oppOBP,8,num,21,0.312
csvData28672318__4.csv,AB,6,num,24,5
csvData10354220.csv,CN (cm),7,num,4,90
csvData1211158__2.csv,k,7,num,0,3
csvData28672318__5.csv,AB,6,num,43,3
csvData18493125__12.csv,SH,4,num,52,0
csvData29230622__0.csv,VORP,1,num,105,10.0
csvData16825359__0.csv,Movable-Swing,4,num,2,0
csvData9925714__1.csv,RPG,9,num,25,6.5
csvData18493125__12.csv,Player,1,cate,25,D Dominguez
csvData22069876__2.csv,Arch-Deck,3,num,15,34
csvData2688573__0.csv,l,4,num,27,14
csvData19387543__3.csv,3b,1,num,25,0
csvData9079863__6.csv,Tm,4,cate,11,GSW
csvData26724876__3.csv,FGM,2,num,13,4.1
csvData5124506__7.csv,SF,5,num,47,0
csvData5124506__7.csv,2B,4,num,2,3
csvData20075499__7.csv,BB,5,num,35,2
csvData9925714__1.csv,ORB,0,num,30,0.7
csvData19387543__3.csv,rbi,0,num,19,8
csvData6468042__2.csv,3P%,5,num,17,0.286
csvData14443150__6.csv,BPG,3,num,14,0.9
csvData10074535__12.csv,CS,4,num,49,4
csvData14443150__6.csv,BPG,3,num,3,0.0
csvData284731__0.csv,10,2,num,8,0
csvData24341501__0.csv,YEAR,1,num,182,2012
csvData29230622__0.csv,PA,5,num,270,267
csvData29230622__0.csv,PA,5,num,137,105
csvData22060727__0.csv,Tm,5,cate,36,SEA
csvData22335715__0.csv,Opponent,1,cate,4,Cal St. Northridge
csvData5124506__7.csv,Team,2,cate,57,BOS
csvData3726343__7.csv,BB,4,num,36,5
csvData3178438__15.csv,FG%,6,num,124,0.484
csvData29230622__0.csv,YEAR,4,num,43,2012
csvData16461238__3.csv,ab,2,num,16,24
csvData24341501__0.csv,PPF,4,num,274,103
csvData24442720__5.csv,Team,0,cate,20,MAC
csvData7222492__5.csv,#,4,num,20,171
csvData29230622__3.csv,G,6,num,37,34
csvData24341501__0.csv,IP,9,num,330,28.0
csvData10074535__0.csv,Player,1,cate,47,M Gamel
csvData21180610__7.csv,DRB,3,num,2,324
csvData15025720__0.csv,Team,5,cate,19,CHA
csvData20099586__3.csv,Team,4,cate,10,CHC
csvData16773977__3.csv,PF,7,num,12,2.9
csvData14585065__2.csv,#,8,num,5,14
csvData22069876__2.csv,Arch-Thru,0,num,5,3
csvData6605406__3.csv,PPG,2,num,38,5.9
csvData18784108__2.csv,SB,0,num,31,6
csvData14518660__14.csv,Tm,5,cate,65,CIN
csvData21300577__1.csv,R,1,num,4,81
csvData18784108__2.csv,SO,5,num,36,11
csvData16589458__0.csv,Opp,4,cate,10,MIA
csvData23003743__0.csv,Player,3,cate,19,K Suzuki
csvData23003743__3.csv,H,0,num,3,25
csvData11284975__0.csv,Opp,0,cate,16,IND
csvData29230622__3.csv,PA,5,num,196,97
csvData2688573__0.csv,l,4,num,14,22
csvData3653270__0.csv,pct,0,num,16,0.136
csvData8288967__16.csv,Tm,1,cate,28,DET
csvData29230622__0.csv,TEAM,3,cate,257,TEX
csvData24341501__0.csv,PPF,4,num,129,103
csvData26649044__3.csv,PA,7,num,14,4
csvData13434912__7.csv,R,0,num,95,48
csvData6444295__7.csv,MPG,3,num,10,2.6
csvData3178438__15.csv,TOV,1,num,46,14.7
csvData14443150__8.csv,FGM,4,num,1,1.7
csvData24341501__0.csv,IP,9,num,219,10.7
csvData23003743__3.csv,2B,7,num,15,23
csvData1786628__7.csv,Opp,0,cate,8,DEN
csvData17658548__0.csv,hbp,4,num,36,2
csvData7222492__5.csv,#,4,num,10,318
csvData4823585__2.csv,OBP,3,num,11,0.422
csvData14443150__8.csv,3PA,5,num,44,1.3
csvData8288967__15.csv,Tm,1,cate,97,MIN
csvData24341501__0.csv,oppOPS,0,num,319,0.7
csvData11219221.csv,UK,3,num,8,18
csvData8804961__2.csv,SO,8,num,28,53
csvData8804961__2.csv,AVG,2,num,28,0.257
csvData9925714__1.csv,BPG,3,num,20,0.0
csvData21877600__3.csv,eFG%,5,num,9,0.5
csvData8288967__16.csv,Tm,1,cate,6,BOS
csvData22678292__1.csv,Opp,1,cate,4,MIN
csvData11957850__2.csv,Opp,7,cate,31,PHO
csvData1902536__12.csv,RBI,8,num,85,7
csvData6444295__7.csv,BPG,4,num,0,0.1
csvData11957850__2.csv,Opp,7,cate,30,ATL
csvData24108736__5.csv,AVG,7,num,7,0.3
csvData24341501__0.csv,oppOBP,8,num,184,0.325
csvData8288967__15.csv,Tm,1,cate,89,LAA
csvData26724876__3.csv,PF,7,num,13,1.2
csvData14585065__2.csv,Team,2,cate,26,U of M
csvData3726343__7.csv,SB,6,num,11,3
csvData9103974__6.csv,GS,0,num,80,31
csvData28672318__5.csv,H,3,num,5,3
csvData29230622__0.csv,PA,5,num,56,41
csvData8288967__15.csv,Tm,1,cate,78,SEA
csvData29051594__1.csv,e,3,num,14,72
csvData2792289__3.csv,DRtg,2,num,5,97
csvData4823585__2.csv,Player,1,cate,3,R Valdez
csvData20099586__3.csv,2B,0,num,7,5
csvData7222492__5.csv,FGA,0,num,37,56.0
csvData15025720__2.csv,AB,2,num,10,5
csvData2688573__2.csv,Date,2,cate,11,"Feb 19, 2011"
csvData29230622__3.csv,VORP,1,num,125,7.7
csvData11247389.csv,DE,6,num,4,36
csvData18493125__12.csv,CS,5,num,43,3
csvData28681743__3.csv,TOV,1,num,1,0.6
csvData28681743__3.csv,BPG,5,num,19,0.3
csvData24341501__0.csv,oppOPS,0,num,77,0.747
csvData24341501__0.csv,LG,3,cate,317,AL
csvData10051410.csv,Wm Alpha,1,cate,9,XL
csvData6468042__1.csv,BLK,4,num,22,0.3
csvData6605406__3.csv,SPG,3,num,48,0.3
csvData26724876__3.csv,FG%,6,num,34,0.345
csvData3178438__15.csv,ORB,3,num,30,8.8
csvData6974424__2.csv,wp,0,num,13,0
csvData1211158__2.csv,po,5,num,5,21
csvData14690251__2.csv,Team,9,cate,14,DOD
csvData20075499__7.csv,SLG,6,num,38,0.311
csvData6468042__1.csv,BLK,4,num,13,1.1
csvData919002__3.csv,DRB%,1,num,21,0.0
csvData20099586__3.csv,Team,4,cate,6,COL
csvData20075499__7.csv,HR,4,num,4,9
csvData17658548__0.csv,avg,8,num,24,0.282
csvData24341501__0.csv,oppOBP,8,num,204,0.314
csvData10887965.csv,UK,3,num,8,18
csvData5124506__7.csv,CS,3,num,60,2
csvData20075499__7.csv,SLG,6,num,33,0.316
csvData4823585__2.csv,OBP,3,num,3,0.371
csvData3871380__3.csv,3b,2,num,21,0
csvData11839331__4.csv,FGA,0,num,13,15.5
csvData1902536__12.csv,GIDP,5,num,84,0
csvData29230622__0.csv,G,6,num,43,25
csvData10597853.csv,FR,4,num,1,34
csvData20075499__7.csv,BB,5,num,8,35
csvData21180610__0.csv,FG%,4,num,15,0.527
csvData10364341.csv,CN (cm),7,num,2,86
csvData21300577__1.csv,R,1,num,1,82
csvData3726343__7.csv,AB,3,num,16,4
csvData24108736__5.csv,SB,5,num,13,2
csvData15025720__5.csv,R,1,num,9,4
csvData14297814__2.csv,Arch-Thru,2,num,6,1
csvData14690251__3.csv,POS,3,cate,18,3B
csvData1902536__12.csv,GIDP,5,num,159,1
csvData15025720__5.csv,R,1,num,16,1
csvData10786096.csv,DE,6,num,3,34
csvData19387543__3.csv,avg,5,num,9,0.277
csvData21180610__2.csv,FTM,2,num,14,5
csvData15391018__1.csv,Box Beam or Girders (Single or Spread),3,num,6,613
csvData29230622__3.csv,YEAR,4,num,4,2012
csvData29230622__3.csv,PA,5,num,11,807
csvData24341501__0.csv,oppOPS,0,num,148,0.707
csvData6605406__3.csv,FTM,6,num,3,1.1
csvData16461238__3.csv,Opponent,4,cate,22,Georgia Southern
csvData1068737__2.csv,3PM,5,num,23,0.0
csvData29230622__0.csv,oppSLG,0,num,361,0.395
csvData6468042__2.csv,PF,1,num,54,1.6
csvData20075499__7.csv,HR,4,num,62,1
csvData10819469.csv,IT,2,num,1,36
csvData22709338__0.csv,h,7,num,25,7
csvData8804961__3.csv,Team,3,cate,1,MIL
csvData10074535__0.csv,G,4,num,9,19
csvData11165008__3.csv,m,0,num,10,20
csvData24131822__7.csv,oppOBP,3,num,7,0.308
csvData10074535__0.csv,Player,1,cate,52,J Santiago
csvData15283024__1.csv,H,0,num,28,0
csvData6468042__2.csv,3P%,5,num,38,0.374
csvData1902536__12.csv,CS,4,num,142,3
csvData29230622__0.csv,VORP,1,num,304,19.5
csvData6468042__0.csv,3P%,5,num,3,0.344
csvData14443150__6.csv,FGM,4,num,9,4.0
csvData29230622__0.csv,TEAM,3,cate,4,TEX
csvData11573229__2.csv,Acquired,0,cate,4,Free Agency
csvData14690251__3.csv,OBP,1,num,27,0.0
csvData21300577__1.csv,OBP,4,num,13,0.317
csvData5124506__7.csv,G,1,num,44,153
csvData2688573__0.csv,era,3,num,4,4.52
csvData2688573__2.csv,ibb,8,num,22,1
csvData21947308__0.csv,AB,3,num,1,4
csvData14512292__0.csv,GIDP,3,num,19,4
csvData21180610__2.csv,FG%,4,num,8,0.434
csvData2792289__3.csv,GS,7,num,0,1
csvData10887965.csv,JP,5,num,2,7
csvData10074535__0.csv,Player,1,cate,13,K Nelson
csvData11839331__7.csv,TOV,2,num,17,1.5
csvData11165008__3.csv,m,0,num,0,22
csvData10074535__0.csv,SF,6,num,59,1
csvData28386553__1.csv,2B,5,num,2,17
csvData12441316__0.csv,DRB%,6,num,20,0.0
csvData24341501__0.csv,oppOBP,8,num,119,0.31
csvData24341501__0.csv,YEAR,1,num,70,2012
csvData10074535__0.csv,OPS,5,num,43,0.757
csvData28672318__5.csv,AB,6,num,34,5
csvData11762781__2.csv,sf,7,num,15,0
csvData9103974__6.csv,SLG,4,num,26,0.401
csvData3726343__7.csv,BB,4,num,9,12
csvData26649044__3.csv,WAA,3,num,1,-0.5
csvData6468042__2.csv,3PM,2,num,39,2.1
csvData158232__2.csv,b/s,0,num,5,0.51
csvData14690251__3.csv,Player,6,cate,7,B Franco
csvData8804961__2.csv,Team,3,cate,0,SD
csvData20075499__7.csv,HR,4,num,84,1
csvData9925714__1.csv,FGM,6,num,25,5.2
csvData10074535__12.csv,OPS,2,num,21,0.609
csvData3178438__15.csv,3PA,4,num,93,15.2
csvData1786628__7.csv,USG%,5,num,5,8.8
csvData16825359__0.csv,State,1,cate,7,WISCONSIN
csvData24341501__0.csv,TEAM,2,cate,140,TEX
csvData19387543__3.csv,gdp,2,num,15,0
csvData1902536__12.csv,G,2,num,36,2
csvData24131822__7.csv,oppSLG,2,num,64,0.406
csvData10887965.csv,UK,3,num,7,16
csvData29230622__0.csv,TEAM,3,cate,107,DET
csvData11859275__3.csv,rbi,3,num,18,7
csvData6468042__2.csv,PF,1,num,14,2.2
csvData26649044__3.csv,PA,7,num,16,6320
csvData10020331.csv,CN (cm),7,num,2,86
csvData10644438.csv,JP,5,num,3,9
csvData18493125__12.csv,SB,3,num,24,0
csvData21180610__2.csv,FTM,2,num,19,1
csvData3726343__7.csv,AVG,8,num,25,0.0
csvData23138641__17.csv,Team,6,cate,39,Columbus
csvData1902536__12.csv,G,2,num,67,47
csvData18784108__2.csv,GIDP,3,num,7,4
csvData29230622__0.csv,PA,5,num,216,54
csvData28681743__3.csv,BPG,5,num,31,0.0
csvData28681743__3.csv,BPG,5,num,7,0.3
csvData24131822__7.csv,oppTAv,4,num,35,0.268
csvData21300577__1.csv,2B,3,num,16,6
csvData6605406__1.csv,FG%,4,num,26,0.486
csvData24341501__0.csv,oppOBP,8,num,189,0.313
csvData24341501__0.csv,TEAM,2,cate,50,LAN
csvData24341501__0.csv,oppOPS,0,num,184,0.741
csvData3178438__15.csv,RPG,2,num,16,33.7
csvData22335715__0.csv,r,0,num,2,8
csvData20075499__7.csv,BB,5,num,66,16
csvData5124506__7.csv,OBP,6,num,28,0.24
csvData24341501__0.csv,IP,9,num,334,1.7
csvData10051410.csv,DE,6,num,7,42
csvData10074535__12.csv,OPS,2,num,2,0.744
csvData29230622__3.csv,TEAM,3,cate,46,LAN
csvData15025720__1.csv,3B,3,num,1,0
csvData24341501__0.csv,SLG,6,num,7,0.43
csvData18786685__0.csv,Player,0,cate,16,Greg Monroe
csvData29230622__3.csv,VORP,1,num,165,-0.2
csvData1902536__12.csv,3B,3,num,39,3
csvData6444295__7.csv,MPG,3,num,27,8.6
csvData1902536__12.csv,OBP,7,num,86,0.35
csvData3871380__3.csv,hbp,5,num,1,2
csvData18786685__0.csv,3P%,1,num,9,0.36
csvData1902536__12.csv,GIDP,5,num,160,0
csvData11585188__1.csv,Tm,3,cate,35,ORL
csvData5124506__7.csv,CS,3,num,63,0
csvData16461238__3.csv,r,5,num,28,2
csvData10051410.csv,DE,6,num,3,34
csvData28386553__1.csv,CS,3,num,8,1
csvData21198812__7.csv,POS,4,cate,20,SS
csvData24341501__0.csv,oppOBP,8,num,132,0.322
csvData24341501__0.csv,oppOBP,8,num,30,0.325
csvData3726343__7.csv,SH,0,num,13,0
csvData6444295__7.csv,FTM,6,num,10,0.2
csvData11839331__4.csv,GP,4,num,28,80
csvData26649044__3.csv,WAA,3,num,4,0.0
csvData29230622__0.csv,YEAR,4,num,169,2012
csvData6917053__0.csv,SO,3,num,10,34
csvData10168387.csv,CN (cm),7,num,5,92
csvData3653270__0.csv,pct,0,num,7,0.087
csvData15283024__1.csv,C-G#,1,num,20,1599
csvData9925714__1.csv,PF,1,num,9,2.0
csvData11251209.csv,Date,0,cate,4,Sep 29
csvData11859275__3.csv,2b,5,num,26,0
csvData2688573__0.csv,hr,1,num,21,0
csvData6468042__1.csv,STL,6,num,10,1.6
csvData17658548__0.csv,3b,6,num,16,0
csvData6468042__2.csv,GP,0,num,15,80
csvData10671971.csv,Rank,5,cate,5,Capt.
csvData24131822__7.csv,AB,0,num,7,720
csvData24341501__0.csv,LG,3,cate,151,NL
csvData21300577__1.csv,SLG,6,num,0,0.478
csvData21180610__7.csv,Player,6,cate,37,Jarrid Famous
csvData10597853.csv,JP,5,num,8,19
csvData14690251__2.csv,AB,8,num,6,115
csvData1786628__7.csv,ORtg,6,num,21,118
csvData1902536__12.csv,3B,3,num,116,4
csvData13434912__7.csv,AB,2,num,63,88
csvData29230622__3.csv,oppSLG,0,num,108,0.401
csvData28386553__1.csv,POS,4,cate,22,OF
csvData24341501__0.csv,oppOPS,0,num,191,0.755
csvData919002__3.csv,ORB%,7,num,1,13.5
csvData24341501__0.csv,YEAR,1,num,233,2012
csvData29230622__0.csv,YEAR,4,num,325,2012
csvData3178438__15.csv,3PA,4,num,81,17.6
csvData14518660__14.csv,RAA,1,cate,55,-8
csvData15025720__5.csv,R,1,num,17,4
csvData2688573__2.csv,hr,1,num,20,1
csvData12976003__3.csv,DRB,0,num,5,4.2
csvData9103974__6.csv,SLG,4,num,19,0.454
csvData28672318__4.csv,RBI,8,num,21,4
csvData14512292__0.csv,GIDP,3,num,25,0
csvData28672318__4.csv,Result,0,cate,12,L 4-5 @MIN
csvData28672318__4.csv,RBI,8,num,11,2
csvData14429913__4.csv,Opp,6,cate,8,CLE
csvData7222492__5.csv,PPG,5,num,78,69.2
csvData3726343__7.csv,SH,0,num,28,4
csvData18786685__0.csv,BPG,7,num,6,0.2
csvData23003743__3.csv,OPS,6,num,11,0.739
csvData10671971.csv,Date Left,11,cate,5, 
csvData29230622__0.csv,VORP,1,num,362,6.5
csvData21947308__0.csv,Result,6,cate,7,L 2-7 vs FLO
csvData10911563.csv,Wm US,1,num,4,6
csvData10786096.csv,FR,4,num,1,34
csvData11839331__7.csv,ORB,3,num,35,0.8
csvData13434912__7.csv,R,0,num,46,2
csvData27381326__2.csv,Opponent,0,cate,10,MEM
csvData1048267.csv,UK,3,num,4,10
csvData24108736__5.csv,HR,9,num,4,11
csvData18493125__12.csv,CS,5,num,2,9
csvData14690251__3.csv,AVG,5,num,22,0.0
csvData5124506__7.csv,G,1,num,25,40
csvData24341501__0.csv,oppOBP,8,num,44,0.302
csvData1902536__12.csv,3B,3,num,135,0
csvData29230622__0.csv,TEAM,3,cate,210,SDN
csvData5124506__7.csv,SLG,0,num,35,0.441
csvData158232__2.csv,pct,5,num,9,0.215
csvData8288967__16.csv,Tm,1,cate,70,CHW
csvData5124506__7.csv,SLG,0,num,53,0.25
csvData15025720__5.csv,2B,2,num,15,0
csvData24131822__7.csv,oppTAv,4,num,7,0.252
csvData158232__2.csv,a/s,6,num,7,0.16
csvData9103974__6.csv,AB,2,num,22,479
csvData24341501__0.csv,LG,3,cate,176,AL
csvData9103974__6.csv,PPF,1,num,23,103
csvData29230622__0.csv,PA,5,num,19,262
csvData24341501__0.csv,LG,3,cate,219,NL
csvData3726343__7.csv,GIDP,2,num,30,1
csvData11618254.csv,Wm Alpha,0,cate,10,XXL
csvData11957850__2.csv,Opp,7,cate,0,Opp
csvData23141915__0.csv,Tm,0,cate,3,UTA
csvData1140150.csv,Wm Alpha,0,cate,8,XL
csvData3178438__15.csv,RPG,2,num,110,35.2
csvData6605406__3.csv,PPG,2,num,11,18.8
csvData2792289__3.csv,STL%,1,num,1,0.0
csvData22709338__0.csv,cs,4,num,24,0
csvData28386553__1.csv,2B,5,num,7,4
csvData21180610__2.csv,#,0,num,30,66
csvData12441316__0.csv,DRB%,6,num,6,12.1
csvData6444295__7.csv,MPG,3,num,7,17.7
csvData10074535__12.csv,AB,6,num,32,6
csvData29230622__0.csv,VORP,1,num,207,-0.8
csvData2792289__3.csv,Opp,3,cate,13,MIN
csvData3178438__15.csv,TOV,1,num,60,15.3
csvData6974424__3.csv,wp,0,num,2,0
csvData16825359__0.csv,Arch-Deck,2,num,6,49
csvData3726343__7.csv,CS,1,num,14,0
csvData6917053__0.csv,AVG,0,num,7,0.295
csvData15025720__0.csv,C-G#,0,num,21,1557
csvData20075499__7.csv,3B,3,num,74,0
csvData8804961__3.csv,SF,1,num,4,2
csvData1902536__12.csv,GIDP,5,num,127,5
csvData29230622__0.csv,VORP,1,num,216,4.3
csvData7222492__5.csv,FGA,0,num,34,59.5
csvData24341501__0.csv,YEAR,1,num,95,2012
csvData3653270__1.csv,Name,6,cate,1,T Whitmore
csvData10354220.csv,FR,4,num,0,32
csvData158232__2.csv,a/s,6,num,24,5.03
csvData16773977__3.csv,Team,5,cate,3,USC
csvData10996262.csv,CN (cm),7,num,0,82
csvData3726343__7.csv,AB,3,num,24,100
csvData20099586__3.csv,SH,3,num,19,3
csvData29230622__3.csv,G,6,num,0,48
csvData6444295__7.csv,MPG,3,num,6,19.7
csvData29230622__0.csv,TEAM,3,cate,211,HOU
csvData28681743__3.csv,#,6,num,24,77
csvData27008272__5.csv,Team,6,cate,11,FORD
csvData26724876__2.csv,APG,1,num,16,1.5
csvData29230622__0.csv,G,6,num,134,30
csvData24108736__5.csv,CS,3,num,22,2
csvData29230622__0.csv,VORP,1,num,198,2.2
csvData21198812__7.csv,AB,3,num,24,412
csvData11839331__4.csv,FGA,0,num,11,14.4
csvData29230622__3.csv,PA,5,num,164,383
csvData29230622__3.csv,TEAM,3,cate,192,BAL
csvData3178438__15.csv,FG%,6,num,18,0.42
csvData16461238__3.csv,ab,2,num,17,24
csvData29230622__3.csv,TEAM,3,cate,196,TOR
csvData24341501__0.csv,IP,9,num,190,133.7
csvData5124506__7.csv,CS,3,num,11,5
csvData12976003__3.csv,PPG,6,num,12,0.0
csvData14585065__2.csv,#,8,num,3,12
csvData10074535__0.csv,AVG,7,num,21,0.267
csvData29230622__0.csv,oppSLG,0,num,35,0.422
csvData29230622__0.csv,YEAR,4,num,237,2012
csvData3178438__15.csv,FG%,6,num,117,0.385
csvData13434912__7.csv,R,0,num,51,10
csvData17658548__0.csv,sf,2,num,39,0
csvData6974424__3.csv,h,3,num,14,6
csvData16461238__3.csv,Opponent,4,cate,28,LSU
csvData8804961__3.csv,R,4,num,13,15
csvData14443150__8.csv,3PA,5,num,17,1.8
csvData6917053__0.csv,AVG,0,num,1,0.19
csvData23141915__0.csv,Tm,0,cate,7,UTA
csvData11219221.csv,Wm Alpha,1,cate,0,XXS
csvData11859275__3.csv,rbi,3,num,13,2
csvData9103974__6.csv,PPF,1,num,64,103
csvData11839331__4.csv,GP,4,num,48,60
csvData15025720__1.csv,C-G#,0,num,13,2167
csvData3178438__15.csv,3PA,4,num,95,26.4
csvData26447856__0.csv,SLG,4,num,19,0.327
csvData1048267.csv,FR,4,num,8,48
csvData15283024__1.csv,H,0,num,7,1
csvData6917053__0.csv,RBI,5,num,13,98
csvData6605406__3.csv,FTM,6,num,41,1.9
csvData10996262.csv,JP,5,num,5,13
csvData919002__3.csv,DRtg,6,num,10,100
csvData3653270__0.csv,Rk,7,num,2,7
csvData7222492__5.csv,FGM,7,num,79,25.2
csvData14512292__0.csv,AB,2,num,17,106
csvData3726343__7.csv,SB,6,num,32,0
csvData10975009.csv,JP,5,num,2,7
csvData24131822__7.csv,oppRPA+,6,num,64,106
csvData24341501__0.csv,YEAR,1,num,190,2012
csvData24341501__0.csv,TEAM,2,cate,112,ANA
csvData26817631__5.csv,USG%,7,num,34,20.5
csvData16382327__4.csv,Opp,0,cate,18,IND
csvData18786685__0.csv,3P%,1,num,14,0.0
csvData23003743__3.csv,H,0,num,16,2
csvData29230622__0.csv,oppSLG,0,num,269,0.403
csvData26959440__0.csv,SLG,6,num,3,0.375
csvData6468042__1.csv,DRB,3,num,26,3.1
csvData3653270__0.csv,Rk,7,num,14,33
csvData10407982.csv,Wm Alpha,0,cate,1,XS
csvData24341501__0.csv,oppOPS,0,num,119,0.695
csvData14443150__8.csv,RPG,0,num,39,0.2
csvData15283024__1.csv,Team,5,cate,32,SFN
csvData23003743__0.csv,BB,1,num,13,30
csvData7222492__5.csv,3PA,1,num,40,18.1
csvData9925714__1.csv,3PM,4,num,19,1.2
csvData29230622__0.csv,oppSLG,0,num,320,0.41
csvData6605406__3.csv,FTM,6,num,17,2.5
csvData24131822__7.csv,oppTAv,4,num,19,0.264
csvData919002__3.csv,BLK%,3,num,10,7.6
csvData6468042__0.csv,DRB,3,num,0,2.3
csvData22335715__0.csv,hr,5,num,18,1
csvData26649044__3.csv,PA,7,num,29,0
csvData29230622__3.csv,YEAR,4,num,81,2012
csvData284731__0.csv,11,0,num,16,8
csvData29230622__3.csv,TEAM,3,cate,24,NYN
csvData29230622__0.csv,VORP,1,num,333,-0.4
csvData11170774.csv,DE,6,num,7,42
csvData22709338__0.csv,cs,4,num,15,0
csvData16461238__3.csv,h,3,num,0,399
csvData10996262.csv,UK,4,num,2,6
csvData8288967__15.csv,Tm,1,cate,160,NYY
csvData16461238__3.csv,sb,0,num,13,0
csvData18493125__12.csv,SF,6,num,38,5
csvData1902536__12.csv,RBI,8,num,24,2
csvData10887965.csv,FR,4,num,0,32
csvData21300577__1.csv,OPS,0,num,39,0.769
csvData284731__0.csv,6,4,num,20,0
csvData14443150__8.csv,PPG,6,num,25,8.8
csvData29230622__0.csv,oppSLG,0,num,43,0.412
csvData18784108__2.csv,AVG,2,num,38,0.229
csvData8288967__15.csv,Tm,1,cate,68,OAK
csvData22335715__0.csv,Opponent,1,cate,7,Long Beach State
csvData26724876__3.csv,FGM,2,num,51,2.2
csvData26724876__3.csv,FG%,6,num,19,0.496
csvData27526946__4.csv,3B,2,num,2,1
csvData29230622__0.csv,G,6,num,313,20
csvData29230622__0.csv,TEAM,3,cate,359,SLN
csvData12441316__3.csv,Tm,2,cate,13,UTA
csvData8804961__2.csv,OBP,6,num,0,0.167
csvData17658548__0.csv,hr,0,num,9,1
csvData1211158__2.csv,k,7,num,7,3
csvData21180610__2.csv,FTM,2,num,41,237
csvData21180610__7.csv,MIN,0,num,25,926.9
csvData27420957__0.csv,WAA,1,cate,18,-1.3
csvData14443150__8.csv,3PA,5,num,20,1.2
csvData17658548__0.csv,bb,3,num,9,1
csvData11839331__4.csv,FGA,0,num,30,12.1
csvData24341501__0.csv,YEAR,1,num,107,2012
csvData26959440__0.csv,SLG,6,num,8,0.382
csvData29230622__3.csv,oppSLG,0,num,192,0.424
csvData10219632.csv,Wm US,1,num,3,4
csvData2688573__0.csv,hr,1,num,13,1
csvData24341501__0.csv,oppOPS,0,num,10,0.748
csvData14585065__2.csv,FGA,5,num,32,3.6
csvData18784108__2.csv,BB,1,num,19,13
csvData18493125__12.csv,AB,2,num,44,104
csvData6468042__2.csv,DRB,3,num,52,4.1
csvData919002__3.csv,ORB%,7,num,24,0.0
csvData28681743__3.csv,FG%,4,num,5,0.5
csvData1902536__12.csv,BB,1,num,126,7
csvData10597853.csv,Wm Alpha,0,cate,5,M
csvData28681743__3.csv,Player,0,cate,24,Jeb Ivey
csvData29230622__0.csv,oppSLG,0,num,0,0.39
csvData24442720__5.csv,Team,0,cate,10,MAC
csvData23003743__3.csv,GIDP,8,num,9,3
csvData10279123.csv,DE,6,num,3,34
csvData22709338__0.csv,a,2,num,0,10
csvData3178438__15.csv,ORB,3,num,68,14.1
csvData12441316__3.csv,Tm,2,cate,24,UTA
csvData1140150.csv,JP,5,num,10,23
csvData23138641__17.csv,Team,6,cate,173,Vancouver
csvData26724876__2.csv,PPG,3,num,14,4.5
csvData29230622__0.csv,VORP,1,num,5,0.1
csvData26649044__3.csv,WAR,4,num,1,-0.3
csvData10074535__0.csv,G,4,num,29,59
csvData11839331__4.csv,FGA,0,num,29,11.0
csvData8288967__15.csv,Tm,1,cate,70,CHW
csvData21300577__1.csv,R,1,num,30,48
csvData3871380__3.csv,2b,8,num,23,2
csvData10074535__12.csv,POS,0,cate,34,SS
csvData11839331__4.csv,FGA,0,num,8,9.7
csvData29230622__0.csv,G,6,num,178,70
csvData10074535__12.csv,AVG,7,num,57,0.206
csvData12976003__3.csv,BPG,7,num,0,0.0
csvData13434912__7.csv,RBI,3,num,27,5
csvData24341501__0.csv,LG,3,cate,153,NL
csvData10074535__12.csv,OPS,2,num,55,0.757
csvData28672318__5.csv,H,3,num,28,3
csvData10074535__0.csv,RBI,0,num,54,83
csvData21180610__7.csv,Player,6,cate,36,C.J. Wilcox
csvData4823585__2.csv,Player,1,cate,14,D Urias
csvData14690251__2.csv,OBP,1,num,7,0.272
csvData28672318__5.csv,BB,4,num,14,0
csvData23138641__17.csv,Team,6,cate,238,Columbus
csvData26724876__2.csv,3PM,2,num,28,1.1
csvData11859275__3.csv,rbi,3,num,14,1
csvData24341501__0.csv,LG,3,cate,218,NL
csvData2688573__0.csv,ibb,8,num,9,0
csvData3178438__15.csv,RPG,2,num,42,29.4
csvData23138641__17.csv,Team,6,cate,185,San Jose
csvData7222492__5.csv,FTM,8,num,66,12.8
csvData3178438__15.csv,RPG,2,num,30,33.1
csvData24341501__0.csv,oppOPS,0,num,114,0.716
csvData1211158__2.csv,Opponent,1,cate,8,Indiana
csvData3871380__3.csv,hr,3,num,6,3
csvData12441316__0.csv,TRB%,4,num,1,15.4
csvData1140150.csv,Wm Alpha,0,cate,7,L
csvData26959440__0.csv,AB,2,num,4,380
csvData12976003__3.csv,ORB,4,num,13,0.8
csvData29230622__3.csv,G,6,num,2,20
csvData14690251__2.csv,SH,2,num,17,0
